date,ph
03/18/2016 20:31:44,8.0782
03/18/2016 20:36:45,8.0771
03/18/2016 20:41:46,8.0805
03/18/2016 20:46:47,8.0843
03/18/2016 20:51:48,8.0884
03/18/2016 20:56:49,8.09
03/18/2016 21:01:50,8.0905
03/18/2016 21:06:51,8.0932
03/18/2016 21:11:52,8.0985
03/18/2016 21:16:53,8.1015
03/18/2016 21:21:54,8.1016
03/18/2016 21:26:55,8.1064
03/18/2016 21:31:57,8.1064
03/18/2016 21:36:57,8.1079
03/18/2016 21:41:59,8.1101
03/18/2016 21:47:00,8.1129
03/18/2016 21:52:01,8.1177
03/18/2016 21:57:02,8.1204
03/18/2016 22:02:03,8.1197
03/18/2016 22:07:04,8.1234
03/18/2016 22:12:05,8.127
03/18/2016 22:17:06,8.1295
03/18/2016 22:22:07,8.1284
03/18/2016 22:27:08,8.1342
03/18/2016 22:32:09,8.1346
03/18/2016 22:37:10,8.1353
03/18/2016 22:42:11,8.1392
03/18/2016 22:47:12,8.1419
03/18/2016 22:52:13,8.145
03/18/2016 22:57:14,8.1439
03/18/2016 23:02:15,8.1455
03/18/2016 23:07:16,8.1462
03/18/2016 23:12:17,8.1528
03/18/2016 23:17:18,8.1531
03/18/2016 23:22:19,8.155
03/18/2016 23:27:20,8.1553
03/18/2016 23:32:21,8.157
03/18/2016 23:37:22,8.1561
03/18/2016 23:42:23,8.1602
03/18/2016 23:47:24,8.1608
03/18/2016 23:52:25,8.1652
03/18/2016 23:57:26,8.166
03/19/2016 00:02:27,8.1646
03/19/2016 00:07:28,8.1671
03/19/2016 00:12:29,8.1679
03/19/2016 00:17:30,8.1676
03/19/2016 00:22:31,8.1651
03/19/2016 00:27:32,8.1663
03/19/2016 00:32:33,8.1629
03/19/2016 00:37:34,8.1638
03/19/2016 00:42:35,8.1662
03/19/2016 00:47:36,8.1647
03/19/2016 00:52:37,8.1654
03/19/2016 00:57:38,8.1638
03/19/2016 01:02:39,8.1608
03/19/2016 01:07:40,8.1603
03/19/2016 01:12:41,8.1589
03/19/2016 01:17:42,8.1572
03/19/2016 01:22:43,8.1566
03/19/2016 01:27:44,8.1538
03/19/2016 01:32:46,8.1524
03/19/2016 01:37:46,8.149
03/19/2016 01:42:47,8.1461
03/19/2016 01:47:48,8.1485
03/19/2016 01:52:49,8.1474
03/19/2016 01:57:50,8.1431
03/19/2016 02:02:52,8.1395
03/19/2016 02:07:53,8.1398
03/19/2016 02:12:54,8.137
03/19/2016 02:17:55,8.1354
03/19/2016 02:22:56,8.1332
03/19/2016 02:27:57,8.1311
03/19/2016 02:32:58,8.1258
03/19/2016 02:37:59,8.1238
03/19/2016 02:43:00,8.1238
03/19/2016 02:48:01,8.1202
03/19/2016 02:53:02,8.1197
03/19/2016 02:58:03,8.1166
03/19/2016 03:03:04,8.1104
03/19/2016 03:08:05,8.1097
03/19/2016 03:13:06,8.107
03/19/2016 03:18:07,8.1038
03/19/2016 03:23:08,8.0981
03/19/2016 03:28:09,8.0934
03/19/2016 03:33:10,8.0858
03/19/2016 03:38:11,8.0884
03/19/2016 03:43:12,8.084
03/19/2016 03:48:13,8.0798
03/19/2016 03:53:14,8.0722
03/19/2016 03:58:15,8.0684
03/19/2016 04:03:16,8.0633
03/19/2016 04:08:17,8.0621
03/19/2016 04:13:18,8.0554
03/19/2016 04:18:19,8.0517
03/19/2016 04:23:20,8.0452
03/19/2016 04:28:21,8.0415
03/19/2016 04:33:22,8.034
03/19/2016 04:38:23,8.0314
03/19/2016 04:43:24,8.028
03/19/2016 04:48:25,8.0269
03/19/2016 04:53:26,8.021
03/19/2016 04:58:27,8.0174
03/19/2016 05:03:39,8.0103
03/19/2016 05:08:29,8.0094
03/19/2016 05:13:30,8.0068
03/19/2016 05:18:31,8.0017
03/19/2016 05:23:32,7.9986
03/19/2016 05:28:33,7.9946
03/19/2016 05:33:34,7.9909
03/19/2016 05:38:35,7.9875
03/19/2016 05:43:36,7.9835
03/19/2016 05:48:37,7.9802
03/19/2016 05:53:38,7.9741
03/19/2016 05:58:39,7.973
03/19/2016 06:03:40,7.9694
03/19/2016 06:08:41,7.9678
03/19/2016 06:13:42,7.9629
03/19/2016 06:18:44,7.9595
03/19/2016 06:23:45,7.9533
03/19/2016 06:28:46,7.9504
03/19/2016 06:33:47,7.9461
03/19/2016 06:38:47,7.9478
03/19/2016 06:43:49,7.9411
03/19/2016 06:48:50,7.9399
03/19/2016 06:53:51,7.935
03/19/2016 06:58:52,7.9329
03/19/2016 07:03:53,7.9282
03/19/2016 07:09:06,7.9257
03/19/2016 07:13:55,7.9229
03/19/2016 07:18:56,7.9199
03/19/2016 07:23:57,7.9158
03/19/2016 07:28:58,7.915
03/19/2016 07:33:59,7.9098
03/19/2016 07:39:00,7.9112
03/19/2016 07:44:01,7.9045
03/19/2016 07:49:02,7.9044
03/19/2016 07:54:03,7.8999
03/19/2016 07:59:04,7.8986
03/19/2016 08:04:05,7.8965
03/19/2016 08:09:06,7.8957
03/19/2016 08:14:07,7.8924
03/19/2016 08:19:08,7.8898
03/19/2016 08:24:09,7.8846
03/19/2016 08:29:10,7.8843
03/19/2016 08:34:11,7.8837
03/19/2016 08:39:12,7.8815
03/19/2016 08:44:13,7.8786
03/19/2016 08:49:14,7.879
03/19/2016 08:54:15,7.8737
03/19/2016 08:59:16,7.8714
03/19/2016 09:04:17,7.8682
03/19/2016 09:09:18,7.8712
03/19/2016 09:14:19,7.8718
03/19/2016 09:19:20,7.8671
03/19/2016 09:24:21,7.862
03/19/2016 09:29:22,7.8591
03/19/2016 09:34:23,7.8582
03/19/2016 09:39:24,7.8597
03/19/2016 09:44:25,7.8573
03/19/2016 09:49:27,7.8556
03/19/2016 09:54:27,7.8523
03/19/2016 09:59:28,7.8524
03/19/2016 10:04:29,7.8491
03/19/2016 10:09:30,7.8492
03/19/2016 10:14:31,7.8497
03/19/2016 10:19:32,7.8471
03/19/2016 10:24:33,7.8436
03/19/2016 10:29:34,7.8428
03/19/2016 10:34:35,7.8385
03/19/2016 10:39:36,7.8357
03/19/2016 10:44:37,7.8366
03/19/2016 10:49:39,7.8354
03/19/2016 10:54:39,7.8342
03/19/2016 10:59:40,7.8273
03/19/2016 11:04:42,7.8251
03/19/2016 11:09:43,7.8267
03/19/2016 11:14:44,7.8261
03/19/2016 11:19:45,7.8254
03/19/2016 11:24:46,7.8191
03/19/2016 11:29:47,7.8174
03/19/2016 11:34:48,7.8142
03/19/2016 11:39:49,7.8132
03/19/2016 11:44:50,7.8123
03/19/2016 11:49:51,7.8117
03/19/2016 11:54:52,7.8056
03/19/2016 11:59:53,7.8045
03/19/2016 12:04:54,7.8058
03/19/2016 12:09:55,7.806
03/19/2016 12:14:56,7.8051
03/19/2016 12:19:57,7.801
03/19/2016 12:24:58,7.7976
03/19/2016 12:29:59,7.7953
03/19/2016 12:35:00,7.7956
03/19/2016 12:40:01,7.7933
03/19/2016 12:45:02,7.7916
03/19/2016 12:50:03,7.7896
03/19/2016 12:55:04,7.7883
03/19/2016 13:00:05,7.7846
03/19/2016 13:05:06,7.7864
03/19/2016 13:10:07,7.7872
03/19/2016 13:15:08,7.7826
03/19/2016 13:20:09,7.7811
03/19/2016 13:25:10,7.778
03/19/2016 13:30:11,7.7781
03/19/2016 13:35:12,7.7774
03/19/2016 13:40:13,7.7786
03/19/2016 13:45:14,7.7768
03/19/2016 13:50:15,7.7748
03/19/2016 13:55:16,7.7714
03/19/2016 14:00:17,7.7699
03/19/2016 14:05:18,7.7716
03/19/2016 14:10:20,7.7751
03/19/2016 14:15:20,7.7739
03/19/2016 14:20:21,7.7726
03/19/2016 14:25:22,7.7721
03/19/2016 14:30:23,7.7732
03/19/2016 14:35:24,7.7753
03/19/2016 14:40:25,7.7766
03/19/2016 14:45:26,7.7801
03/19/2016 14:50:27,7.7804
03/19/2016 14:55:28,7.7831
03/19/2016 15:00:29,7.7832
03/19/2016 15:05:30,7.7934
03/19/2016 15:10:31,7.7968
03/19/2016 15:15:32,7.8045
03/19/2016 15:20:33,7.8078
03/19/2016 15:25:35,7.8159
03/19/2016 15:30:36,7.8219
03/19/2016 15:35:36,7.8274
03/19/2016 15:40:38,7.8308
03/19/2016 15:45:39,7.8387
03/19/2016 15:50:39,7.8437
03/19/2016 15:55:41,7.8456
03/19/2016 16:00:42,7.85
03/19/2016 16:05:43,7.8619
03/19/2016 16:10:44,7.8683
03/19/2016 16:15:45,7.8756
03/19/2016 16:20:49,7.8759
03/19/2016 16:25:47,7.8839
03/19/2016 16:30:48,7.8895
03/19/2016 16:35:49,7.8951
03/19/2016 16:40:50,7.8995
03/19/2016 16:45:51,7.9049
03/19/2016 16:50:52,7.9077
03/19/2016 16:55:53,7.9113
03/19/2016 17:00:54,7.9168
03/19/2016 17:05:55,7.9247
03/19/2016 17:10:56,7.929
03/19/2016 17:15:57,7.9357
03/19/2016 17:20:58,7.9368
03/19/2016 17:25:59,7.9432
03/19/2016 17:31:00,7.9462
03/19/2016 17:36:01,7.9517
03/19/2016 17:41:02,7.9565
03/19/2016 17:46:03,7.964
03/19/2016 17:51:04,7.9642
03/19/2016 17:56:05,7.9709
03/19/2016 18:01:06,7.9733
03/19/2016 18:06:07,7.9782
03/19/2016 18:11:08,7.9847
03/19/2016 18:16:09,7.9867
03/19/2016 18:21:10,7.9881
03/19/2016 18:26:11,7.993
03/19/2016 18:31:12,7.9971
03/19/2016 18:36:13,8.0024
03/19/2016 18:41:14,8.0035
03/19/2016 18:46:15,8.0079
03/19/2016 18:51:16,8.0092
03/19/2016 18:56:17,8.0111
03/19/2016 19:01:18,8.0146
03/19/2016 19:06:19,8.0184
03/19/2016 19:11:20,8.0225
03/19/2016 19:16:21,8.0212
03/19/2016 19:21:22,8.0253
03/19/2016 19:26:23,8.031
03/19/2016 19:31:24,8.036
03/19/2016 19:36:25,8.038
03/19/2016 19:41:26,8.0401
03/19/2016 19:46:27,8.0441
03/19/2016 19:51:28,8.0425
03/19/2016 19:56:29,8.0481
03/19/2016 20:01:30,8.0522
03/19/2016 20:06:32,8.0574
03/19/2016 20:11:33,8.0616
03/19/2016 20:16:34,8.062
03/19/2016 20:21:35,8.0626
03/19/2016 20:26:36,8.0691
03/19/2016 20:31:37,8.0704
03/19/2016 20:36:38,8.0733
03/19/2016 20:41:39,8.0736
03/19/2016 20:46:40,8.076
03/19/2016 20:51:41,8.0772
03/19/2016 20:56:42,8.0816
03/19/2016 21:01:43,8.0839
03/19/2016 21:06:44,8.0892
03/19/2016 21:11:45,8.0909
03/19/2016 21:16:46,8.0933
03/19/2016 21:21:47,8.0918
03/19/2016 21:26:48,8.0957
03/19/2016 21:31:49,8.1006
03/19/2016 21:36:50,8.1014
03/19/2016 21:41:51,8.1018
03/19/2016 21:46:52,8.1066
03/19/2016 21:51:53,8.1063
03/19/2016 21:56:54,8.111
03/19/2016 22:01:55,8.1097
03/19/2016 22:06:56,8.1177
03/19/2016 22:11:57,8.1207
03/19/2016 22:16:58,8.1194
03/19/2016 22:21:59,8.1215
03/19/2016 22:27:00,8.1245
03/19/2016 22:32:01,8.1284
03/19/2016 22:37:02,8.1302
03/19/2016 22:42:03,8.1317
03/19/2016 22:47:04,8.134
03/19/2016 22:52:05,8.1371
03/19/2016 22:57:06,8.1354
03/19/2016 23:02:07,8.1382
03/19/2016 23:07:09,8.142
03/19/2016 23:12:09,8.1449
03/19/2016 23:17:10,8.1436
03/19/2016 23:22:11,8.1454
03/19/2016 23:27:12,8.1511
03/19/2016 23:32:13,8.1525
03/19/2016 23:37:14,8.1559
03/19/2016 23:42:15,8.1554
03/19/2016 23:47:16,8.1568
03/19/2016 23:52:17,8.1594
03/19/2016 23:57:18,8.1609
03/20/2016 00:02:19,8.1646
03/20/2016 00:07:20,8.1635
03/20/2016 00:12:21,8.1647
03/20/2016 00:17:22,8.1622
03/20/2016 00:22:23,8.1639
03/20/2016 00:27:24,8.1584
03/20/2016 00:32:25,8.1062
03/20/2016 00:37:26,7.9015
03/20/2016 00:42:28,7.9076
03/20/2016 00:47:29,7.9227
03/20/2016 00:52:30,7.977
03/20/2016 00:57:31,8.1507
03/20/2016 01:02:32,8.1565
03/20/2016 01:07:33,8.1549
03/20/2016 01:12:34,8.1552
03/20/2016 01:17:35,8.1514
03/20/2016 01:22:36,8.1543
03/20/2016 01:27:37,8.1524
03/20/2016 01:32:38,8.1525
03/20/2016 01:37:39,8.1503
03/20/2016 01:42:40,8.15
03/20/2016 01:47:41,8.1467
03/20/2016 01:52:42,8.1411
03/20/2016 01:57:43,8.1399
03/20/2016 02:02:44,8.1366
03/20/2016 02:07:45,8.1455
03/20/2016 02:12:46,8.1511
03/20/2016 02:17:47,8.1419
03/20/2016 02:22:48,8.1357
03/20/2016 02:27:49,8.1305
03/20/2016 02:32:50,8.1276
03/20/2016 02:37:51,8.1208
03/20/2016 02:42:52,8.1183
03/20/2016 02:47:53,8.1151
03/20/2016 02:52:54,8.1151
03/20/2016 02:57:55,8.1123
03/20/2016 03:02:56,8.1113
03/20/2016 03:07:57,8.1099
03/20/2016 03:12:58,8.1091
03/20/2016 03:17:59,8.1053
03/20/2016 03:23:00,8.1049
03/20/2016 03:28:01,8.1059
03/20/2016 03:33:02,8.1029
03/20/2016 03:38:03,8.1007
03/20/2016 03:43:04,8.0984
03/20/2016 03:48:05,8.0931
03/20/2016 03:53:06,8.0878
03/20/2016 03:58:07,8.0831
03/20/2016 04:03:08,8.0801
03/20/2016 04:08:09,8.0761
03/20/2016 04:13:10,8.0715
03/20/2016 04:18:11,8.0645
03/20/2016 04:23:12,8.0622
03/20/2016 04:28:13,8.0595
03/20/2016 04:33:14,8.0539
03/20/2016 04:38:15,8.0505
03/20/2016 04:43:16,8.0435
03/20/2016 04:48:17,8.0401
03/20/2016 04:53:18,8.0355
03/20/2016 04:58:19,8.0324
03/20/2016 05:03:20,8.0309
03/20/2016 05:08:21,8.0277
03/20/2016 05:13:23,8.0236
03/20/2016 05:18:23,8.0175
03/20/2016 05:23:24,8.015
03/20/2016 05:28:26,8.0139
03/20/2016 05:33:27,8.0081
03/20/2016 05:38:28,8.0041
03/20/2016 05:43:29,8.0023
03/20/2016 05:48:30,7.9949
03/20/2016 05:53:31,7.9944
03/20/2016 05:58:32,7.9921
03/20/2016 06:03:33,7.9886
03/20/2016 06:08:34,7.9861
03/20/2016 06:13:35,7.9823
03/20/2016 06:18:36,7.9776
03/20/2016 06:23:37,7.9739
03/20/2016 06:28:38,7.9728
03/20/2016 06:33:39,7.9734
03/20/2016 06:38:40,7.97
03/20/2016 06:43:41,7.966
03/20/2016 06:48:42,7.9608
03/20/2016 06:53:43,7.9566
03/20/2016 06:58:44,7.9547
03/20/2016 07:03:45,7.9535
03/20/2016 07:08:46,7.9527
03/20/2016 07:13:47,7.9471
03/20/2016 07:18:48,7.9445
03/20/2016 07:23:49,7.9424
03/20/2016 07:28:50,7.9387
03/20/2016 07:33:51,7.938
03/20/2016 07:38:52,7.9327
03/20/2016 07:43:53,7.9322
03/20/2016 07:48:54,7.9274
03/20/2016 07:53:55,7.9241
03/20/2016 07:58:56,7.9218
03/20/2016 08:03:57,7.9199
03/20/2016 08:08:58,7.9137
03/20/2016 08:13:59,7.914
03/20/2016 08:19:00,7.9099
03/20/2016 08:24:01,7.9083
03/20/2016 08:29:02,7.9066
03/20/2016 08:34:03,7.9045
03/20/2016 08:39:04,7.9001
03/20/2016 08:44:05,7.8987
03/20/2016 08:49:06,7.8955
03/20/2016 08:54:07,7.8952
03/20/2016 08:59:08,7.8919
03/20/2016 09:04:09,7.8914
03/20/2016 09:09:10,7.8861
03/20/2016 09:14:11,7.8852
03/20/2016 09:19:12,7.8812
03/20/2016 09:24:13,7.8833
03/20/2016 09:29:14,7.8826
03/20/2016 09:34:15,7.8799
03/20/2016 09:39:16,7.876
03/20/2016 09:44:17,7.8761
03/20/2016 09:49:19,7.8736
03/20/2016 09:54:20,7.8736
03/20/2016 09:59:20,7.8702
03/20/2016 10:04:22,7.8715
03/20/2016 10:09:23,7.8692
03/20/2016 10:14:24,7.8665
03/20/2016 10:19:25,7.8589
03/20/2016 10:24:26,7.8606
03/20/2016 10:29:27,7.8621
03/20/2016 10:34:28,7.8621
03/20/2016 10:39:29,7.8566
03/20/2016 10:44:30,7.8564
03/20/2016 10:49:31,7.8533
03/20/2016 10:54:32,7.8518
03/20/2016 10:59:33,7.8527
03/20/2016 11:04:36,7.8493
03/20/2016 11:09:35,7.8493
03/20/2016 11:14:36,7.8456
03/20/2016 11:19:37,7.8449
03/20/2016 11:24:38,7.8448
03/20/2016 11:29:39,7.8454
03/20/2016 11:34:40,7.8429
03/20/2016 11:39:41,7.8368
03/20/2016 11:44:42,7.8359
03/20/2016 11:49:43,7.8349
03/20/2016 11:54:44,7.8349
03/20/2016 11:59:45,7.8313
03/20/2016 12:04:46,7.8312
03/20/2016 12:09:47,7.8258
03/20/2016 12:14:48,7.8247
03/20/2016 12:19:49,7.8249
03/20/2016 12:24:50,7.8272
03/20/2016 12:29:51,7.8258
03/20/2016 12:34:52,7.8269
03/20/2016 12:39:53,7.8216
03/20/2016 12:44:54,7.8197
03/20/2016 12:49:55,7.8193
03/20/2016 12:54:56,7.8179
03/20/2016 12:59:57,7.8192
03/20/2016 13:04:58,7.8188
03/20/2016 13:09:59,7.814
03/20/2016 13:15:00,7.8111
03/20/2016 13:20:01,7.8085
03/20/2016 13:25:02,7.8141
03/20/2016 13:30:03,7.8137
03/20/2016 13:35:04,7.8151
03/20/2016 13:40:05,7.8087
03/20/2016 13:45:06,7.8071
03/20/2016 13:50:07,7.8044
03/20/2016 13:55:08,7.8055
03/20/2016 14:00:09,7.8048
03/20/2016 14:05:10,7.8084
03/20/2016 14:10:11,7.8033
03/20/2016 14:15:12,7.8018
03/20/2016 14:20:13,7.8025
03/20/2016 14:25:14,7.8074
03/20/2016 14:30:16,7.8097
03/20/2016 14:35:17,7.8083
03/20/2016 14:40:18,7.8083
03/20/2016 14:45:19,7.8107
03/20/2016 14:50:20,7.8155
03/20/2016 14:55:21,7.8122
03/20/2016 15:00:22,7.8193
03/20/2016 15:05:23,7.8263
03/20/2016 15:10:24,7.8313
03/20/2016 15:15:25,7.833
03/20/2016 15:20:26,7.8377
03/20/2016 15:25:27,7.8441
03/20/2016 15:30:28,7.8516
03/20/2016 15:35:29,7.8504
03/20/2016 15:40:30,7.8521
03/20/2016 15:45:31,7.8549
03/20/2016 15:50:32,7.8636
03/20/2016 15:55:33,7.8653
03/20/2016 16:00:34,7.8709
03/20/2016 16:05:35,7.8744
03/20/2016 16:10:36,7.8777
03/20/2016 16:15:37,7.8804
03/20/2016 16:20:38,7.8837
03/20/2016 16:25:39,7.8917
03/20/2016 16:31:04,7.8971
03/20/2016 16:35:41,7.8966
03/20/2016 16:40:42,7.8986
03/20/2016 16:45:43,7.9036
03/20/2016 16:50:44,7.9102
03/20/2016 16:55:45,7.9122
03/20/2016 17:00:46,7.9142
03/20/2016 17:05:47,7.9178
03/20/2016 17:10:48,7.9202
03/20/2016 17:15:49,7.9221
03/20/2016 17:20:52,7.924
03/20/2016 17:25:51,7.9304
03/20/2016 17:30:52,7.9284
03/20/2016 17:35:53,7.9289
03/20/2016 17:40:57,7.9264
03/20/2016 17:45:55,7.9302
03/20/2016 17:50:57,7.9322
03/20/2016 17:55:57,7.9346
03/20/2016 18:00:58,7.936
03/20/2016 18:06:00,7.9368
03/20/2016 18:11:00,7.9357
03/20/2016 18:16:01,7.9359
03/20/2016 18:21:02,7.9385
03/20/2016 18:26:03,7.9444
03/20/2016 18:31:04,7.9469
03/20/2016 18:36:05,7.9455
03/20/2016 18:41:06,7.9457
03/20/2016 18:46:08,7.9474
03/20/2016 18:51:08,7.951
03/20/2016 18:56:10,7.9529
03/20/2016 19:01:11,7.9538
03/20/2016 19:06:12,7.9559
03/20/2016 19:11:13,7.9571
03/20/2016 19:16:14,7.9611
03/20/2016 19:21:15,7.9627
03/20/2016 19:26:16,7.9658
03/20/2016 19:31:17,7.9693
03/20/2016 19:36:18,7.969
03/20/2016 19:41:19,7.9727
03/20/2016 19:46:20,7.973
03/20/2016 19:51:21,7.9784
03/20/2016 19:56:22,7.9805
03/20/2016 20:01:23,7.9828
03/20/2016 20:06:24,7.9845
03/20/2016 20:11:25,7.9834
03/20/2016 20:16:26,7.9865
03/20/2016 20:21:27,7.9868
03/20/2016 20:26:28,7.9931
03/20/2016 20:31:29,7.9946
03/20/2016 20:36:30,8.0283
03/20/2016 20:41:31,8.1246
03/20/2016 20:46:32,8.1304
03/20/2016 20:51:33,8.139
03/20/2016 20:56:34,8.1406
03/20/2016 21:01:35,8.1447
03/20/2016 21:06:36,8.1441
03/20/2016 21:11:37,8.1408
03/20/2016 21:16:38,8.1439
03/20/2016 21:21:39,8.1472
03/20/2016 21:26:40,8.1478
03/20/2016 21:31:41,8.1447
03/20/2016 21:36:42,8.1445
03/20/2016 21:41:43,8.1455
03/20/2016 21:46:44,8.146
03/20/2016 21:51:45,8.1455
03/20/2016 21:56:46,8.1452
03/20/2016 22:01:47,8.145
03/20/2016 22:06:50,8.1437
03/20/2016 22:11:49,8.1429
03/20/2016 22:16:50,8.1438
03/20/2016 22:21:51,8.1436
03/20/2016 22:26:52,8.1469
03/20/2016 22:31:53,8.1441
03/20/2016 22:36:54,8.1422
03/20/2016 22:41:55,8.1432
03/20/2016 22:46:56,8.1429
03/20/2016 22:51:57,8.1439
03/20/2016 22:56:58,8.1455
03/20/2016 23:01:59,8.142
03/20/2016 23:07:00,8.1431
03/20/2016 23:12:01,8.1428
03/20/2016 23:17:02,8.1438
03/20/2016 23:22:04,8.1434
03/20/2016 23:27:04,8.1467
03/20/2016 23:32:06,8.1435
03/20/2016 23:37:07,8.1438
03/20/2016 23:42:08,8.1437
03/20/2016 23:47:09,8.1437
03/20/2016 23:52:10,8.1441
03/20/2016 23:57:11,8.1438
03/21/2016 00:02:12,8.1419
03/21/2016 00:07:13,8.1413
03/21/2016 00:12:14,8.1384
03/21/2016 00:17:15,8.1366
03/21/2016 00:22:16,8.1347
03/21/2016 00:27:17,8.1333
03/21/2016 00:32:50,8.1289
03/21/2016 00:37:51,8.1248
03/21/2016 00:42:52,8.1207
03/21/2016 00:47:53,8.1203
03/21/2016 00:52:54,8.1161
03/21/2016 00:57:55,8.1135
03/21/2016 01:02:56,8.1104
03/21/2016 01:07:57,8.108
03/21/2016 01:12:58,8.1036
03/21/2016 01:17:59,8.1036
03/21/2016 01:23:00,8.0978
03/21/2016 01:28:01,8.0968
03/21/2016 01:33:02,8.0932
03/21/2016 01:38:03,8.0914
03/21/2016 01:43:04,8.0888
03/21/2016 01:48:05,8.0869
03/21/2016 01:53:06,8.0823
03/21/2016 01:58:07,8.0783
03/21/2016 02:03:08,8.0737
03/21/2016 02:08:09,8.0694
03/21/2016 02:13:10,8.0657
03/21/2016 02:18:11,8.064
03/21/2016 02:23:12,8.0611
03/21/2016 02:28:13,8.0594
03/21/2016 02:33:14,8.0518
03/21/2016 02:38:16,8.0489
03/21/2016 02:43:16,8.0444
03/21/2016 02:48:17,8.0454
03/21/2016 02:53:19,8.0395
03/21/2016 02:58:20,8.036
03/21/2016 03:03:21,8.0302
03/21/2016 03:08:22,8.0257
03/21/2016 03:13:23,8.0226
03/21/2016 03:18:24,8.0191
03/21/2016 03:23:25,8.0143
03/21/2016 03:28:26,8.0115
03/21/2016 03:33:27,8.0032
03/21/2016 03:38:28,8.0024
03/21/2016 03:43:29,7.9975
03/21/2016 03:48:30,7.9927
03/21/2016 03:53:57,7.9878
03/21/2016 03:58:32,7.9844
03/21/2016 04:03:33,7.9785
03/21/2016 04:08:34,7.9753
03/21/2016 04:13:35,7.9706
03/21/2016 04:18:36,7.9706
03/21/2016 04:23:37,7.9641
03/21/2016 04:28:38,7.9606
03/21/2016 04:33:39,7.9575
03/21/2016 04:38:40,7.9523
03/21/2016 04:43:41,7.9506
03/21/2016 04:48:42,7.9478
03/21/2016 04:53:43,7.9416
03/21/2016 04:58:44,7.9387
03/21/2016 05:03:45,7.9343
03/21/2016 05:08:46,7.9313
03/21/2016 05:13:47,7.9284
03/21/2016 05:18:48,7.9252
03/21/2016 05:23:49,7.9223
03/21/2016 05:28:50,7.9195
03/21/2016 05:33:51,7.9161
03/21/2016 05:38:52,7.9151
03/21/2016 05:43:53,7.9121
03/21/2016 05:48:54,7.9103
03/21/2016 05:53:55,7.9033
03/21/2016 05:58:56,7.9015
03/21/2016 06:03:57,7.8978
03/21/2016 06:08:58,7.8954
03/21/2016 06:13:59,7.8946
03/21/2016 06:19:00,7.8918
03/21/2016 06:24:01,7.891
03/21/2016 06:29:02,7.8892
03/21/2016 06:34:03,7.8834
03/21/2016 06:39:04,7.8816
03/21/2016 06:44:05,7.8819
03/21/2016 06:49:06,7.8799
03/21/2016 06:54:07,7.8751
03/21/2016 06:59:08,7.872
03/21/2016 07:04:10,7.8706
03/21/2016 07:09:10,7.8683
03/21/2016 07:14:11,7.8673
03/21/2016 07:19:12,7.8664
03/21/2016 07:24:14,7.8632
03/21/2016 07:29:14,7.8621
03/21/2016 07:34:15,7.8597
03/21/2016 07:39:17,7.8598
03/21/2016 07:44:18,7.8564
03/21/2016 07:49:19,7.8551
03/21/2016 07:54:20,7.8498
03/21/2016 07:59:21,7.8493
03/21/2016 08:04:22,7.8451
03/21/2016 08:09:23,7.8467
03/21/2016 08:14:24,7.8431
03/21/2016 08:19:25,7.843
03/21/2016 08:24:26,7.8409
03/21/2016 08:29:27,7.8383
03/21/2016 08:34:28,7.8366
03/21/2016 08:39:29,7.836
03/21/2016 08:44:30,7.8373
03/21/2016 08:49:31,7.8365
03/21/2016 08:54:32,7.8325
03/21/2016 08:59:33,7.831
03/21/2016 09:04:34,7.8273
03/21/2016 09:09:35,7.8249
03/21/2016 09:14:36,7.8238
03/21/2016 09:19:37,7.8259
03/21/2016 09:24:38,7.8264
03/21/2016 09:29:39,7.8232
03/21/2016 09:34:40,7.8201
03/21/2016 09:39:41,7.8186
03/21/2016 09:44:42,7.8208
03/21/2016 09:49:43,7.8221
03/21/2016 09:54:44,7.8184
03/21/2016 09:59:45,7.816
03/21/2016 10:04:46,7.8113
03/21/2016 10:09:47,7.8141
03/21/2016 10:14:48,7.8125
03/21/2016 10:19:49,7.8111
03/21/2016 10:24:50,7.8149
03/21/2016 10:29:51,7.8106
03/21/2016 10:34:52,7.807
03/21/2016 10:39:53,7.8067
03/21/2016 10:44:54,7.8103
03/21/2016 10:49:55,7.8093
03/21/2016 10:54:56,7.8059
03/21/2016 10:59:57,7.8029
03/21/2016 11:04:58,7.8022
03/21/2016 11:09:59,7.8002
03/21/2016 11:15:00,7.8041
03/21/2016 11:20:01,7.8009
03/21/2016 11:25:02,7.8018
03/21/2016 11:30:03,7.8017
03/21/2016 11:35:04,7.7995
03/21/2016 11:40:05,7.7971
03/21/2016 11:45:06,7.8024
03/21/2016 11:50:08,7.7995
03/21/2016 11:55:08,7.7975
03/21/2016 12:00:10,7.7942
03/21/2016 12:05:11,7.7972
03/21/2016 12:10:12,7.7961
03/21/2016 12:15:13,7.7957
03/21/2016 12:20:14,7.7945
03/21/2016 12:25:15,7.7947
03/21/2016 12:30:16,7.7956
03/21/2016 12:35:17,7.7918
03/21/2016 12:40:18,7.7945
03/21/2016 12:45:19,7.7961
03/21/2016 12:50:20,7.7969
03/21/2016 12:55:21,7.7952
03/21/2016 13:00:22,7.7934
03/21/2016 13:05:23,7.7909
03/21/2016 13:10:24,7.7915
03/21/2016 13:15:25,7.791
03/21/2016 13:20:26,7.7924
03/21/2016 13:25:27,7.7897
03/21/2016 13:30:28,7.7874
03/21/2016 13:35:29,7.7866
03/21/2016 13:40:30,7.7856
03/21/2016 13:45:31,7.7864
